0.25 ± 0.03,0.26 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.27 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.27 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.27 ± 0.03,0.26 ± 0.05,0.25 ± 0.05,0.25 ± 0.05,0.25 ± 0.05,0.27 ± 0.04,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.26 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.26 ± 0.03,0.24 ± 0.03,0.25 ± 0.03,0.24 ± 0.02,0.24 ± 0.03,0.27 ± 0.03,0.16 ± 0.06,0.26 ± 0.04,0.25 ± 0.03,0.25 ± 0.05,0.26 ± 0.03,0.18 ± 0.09,0.25 ± 0.03,0.24 ± 0.05,0.25 ± 0.03,0.24 ± 0.06,0.22 ± 0.06,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.23 ± 0.06,0.26 ± 0.04,0.26 ± 0.04,0.26 ± 0.04,0.26 ± 0.03,0.17 ± 0.09,0.25 ± 0.07,0.25 ± 0.04,0.26 ± 0.03,0.21 ± 0.09,0.16 ± 0.11,0.25 ± 0.04,0.24 ± 0.04,0.25 ± 0.04,0.26 ± 0.05
0.24 ± 0.03,0.26 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.26 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.26 ± 0.03,0.25 ± 0.05,0.25 ± 0.05,0.25 ± 0.05,0.25 ± 0.05,0.26 ± 0.04,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.26 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.26 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.23 ± 0.02,0.24 ± 0.03,0.27 ± 0.03,0.16 ± 0.06,0.26 ± 0.04,0.25 ± 0.03,0.25 ± 0.05,0.25 ± 0.03,0.18 ± 0.09,0.25 ± 0.03,0.23 ± 0.05,0.25 ± 0.03,0.24 ± 0.05,0.21 ± 0.06,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.22 ± 0.06,0.25 ± 0.04,0.25 ± 0.04,0.25 ± 0.04,0.25 ± 0.03,0.17 ± 0.09,0.24 ± 0.07,0.24 ± 0.04,0.25 ± 0.03,0.21 ± 0.08,0.16 ± 0.10,0.25 ± 0.03,0.24 ± 0.04,0.24 ± 0.04,0.25 ± 0.05
0.24 ± 0.03,0.25 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.26 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.26 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.26 ± 0.03,0.25 ± 0.05,0.24 ± 0.05,0.24 ± 0.05,0.24 ± 0.05,0.25 ± 0.04,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.25 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.25 ± 0.03,0.23 ± 0.03,0.24 ± 0.03,0.23 ± 0.02,0.23 ± 0.03,0.26 ± 0.03,0.16 ± 0.05,0.25 ± 0.04,0.24 ± 0.03,0.24 ± 0.05,0.24 ± 0.03,0.18 ± 0.08,0.24 ± 0.03,0.23 ± 0.05,0.24 ± 0.03,0.23 ± 0.05,0.21 ± 0.06,0.25 ± 0.03,0.24 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.22 ± 0.06,0.25 ± 0.04,0.25 ± 0.04,0.25 ± 0.04,0.25 ± 0.03,0.17 ± 0.09,0.24 ± 0.07,0.24 ± 0.04,0.25 ± 0.03,0.21 ± 0.08,0.16 ± 0.10,0.24 ± 0.03,0.23 ± 0.04,0.24 ± 0.04,0.25 ± 0.05
0.23 ± 0.03,0.25 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.25 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.25 ± 0.03,0.24 ± 0.05,0.24 ± 0.05,0.24 ± 0.05,0.24 ± 0.04,0.25 ± 0.04,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.25 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.25 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.22 ± 0.02,0.23 ± 0.03,0.26 ± 0.03,0.17 ± 0.05,0.25 ± 0.04,0.24 ± 0.03,0.24 ± 0.05,0.24 ± 0.03,0.17 ± 0.08,0.24 ± 0.03,0.23 ± 0.05,0.24 ± 0.03,0.23 ± 0.05,0.20 ± 0.06,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.21 ± 0.06,0.24 ± 0.04,0.24 ± 0.04,0.24 ± 0.04,0.24 ± 0.03,0.17 ± 0.08,0.23 ± 0.07,0.23 ± 0.04,0.24 ± 0.03,0.20 ± 0.08,0.16 ± 0.09,0.24 ± 0.03,0.23 ± 0.04,0.23 ± 0.04,0.24 ± 0.04
0.23 ± 0.03,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.02,0.23 ± 0.03,0.23 ± 0.03,0.25 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.25 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.25 ± 0.03,0.24 ± 0.05,0.23 ± 0.04,0.23 ± 0.04,0.23 ± 0.04,0.24 ± 0.04,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.02,0.23 ± 0.03,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.02,0.23 ± 0.03,0.23 ± 0.03,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.22 ± 0.02,0.22 ± 0.03,0.25 ± 0.03,0.17 ± 0.05,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.05,0.23 ± 0.03,0.17 ± 0.07,0.23 ± 0.03,0.22 ± 0.05,0.23 ± 0.03,0.22 ± 0.05,0.20 ± 0.06,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.21 ± 0.06,0.24 ± 0.04,0.24 ± 0.03,0.24 ± 0.04,0.24 ± 0.03,0.16 ± 0.08,0.23 ± 0.07,0.23 ± 0.04,0.24 ± 0.03,0.20 ± 0.08,0.16 ± 0.09,0.23 ± 0.03,0.22 ± 0.04,0.23 ± 0.04,0.24 ± 0.04
0.23 ± 0.02,0.24 ± 0.03,0.23 ± 0.02,0.23 ± 0.02,0.23 ± 0.03,0.22 ± 0.03,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.24 ± 0.03,0.23 ± 0.04,0.23 ± 0.04,0.23 ± 0.04,0.23 ± 0.04,0.24 ± 0.04,0.23 ± 0.02,0.22 ± 0.03,0.23 ± 0.02,0.22 ± 0.03,0.24 ± 0.03,0.22 ± 0.03,0.23 ± 0.02,0.23 ± 0.02,0.23 ± 0.02,0.24 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.02,0.22 ± 0.03,0.25 ± 0.03,0.17 ± 0.05,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.05,0.23 ± 0.03,0.17 ± 0.07,0.23 ± 0.03,0.22 ± 0.04,0.23 ± 0.03,0.22 ± 0.05,0.20 ± 0.06,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.20 ± 0.06,0.23 ± 0.04,0.23 ± 0.03,0.23 ± 0.04,0.23 ± 0.03,0.16 ± 0.08,0.22 ± 0.06,0.22 ± 0.04,0.23 ± 0.03,0.19 ± 0.08,0.16 ± 0.08,0.23 ± 0.03,0.22 ± 0.04,0.23 ± 0.04,0.23 ± 0.04
0.22 ± 0.02,0.23 ± 0.03,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.03,0.24 ± 0.03,0.22 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.02,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.24 ± 0.03,0.23 ± 0.04,0.23 ± 0.04,0.22 ± 0.04,0.22 ± 0.04,0.24 ± 0.04,0.22 ± 0.02,0.22 ± 0.03,0.22 ± 0.02,0.22 ± 0.02,0.23 ± 0.03,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.02,0.23 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.21 ± 0.02,0.22 ± 0.03,0.24 ± 0.03,0.16 ± 0.04,0.23 ± 0.03,0.22 ± 0.03,0.22 ± 0.05,0.23 ± 0.03,0.17 ± 0.07,0.23 ± 0.03,0.21 ± 0.04,0.23 ± 0.03,0.21 ± 0.05,0.19 ± 0.06,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.02,0.23 ± 0.03,0.20 ± 0.06,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.04,0.23 ± 0.03,0.16 ± 0.08,0.22 ± 0.06,0.22 ± 0.04,0.23 ± 0.03,0.19 ± 0.08,0.16 ± 0.08,0.23 ± 0.03,0.22 ± 0.04,0.22 ± 0.04,0.23 ± 0.04
0.22 ± 0.02,0.23 ± 0.03,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.03,0.23 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.02,0.24 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.23 ± 0.03,0.22 ± 0.04,0.22 ± 0.04,0.22 ± 0.04,0.22 ± 0.04,0.23 ± 0.04,0.22 ± 0.02,0.22 ± 0.03,0.22 ± 0.02,0.22 ± 0.02,0.23 ± 0.03,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.02,0.23 ± 0.03,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.03,0.24 ± 0.03,0.16 ± 0.04,0.23 ± 0.03,0.22 ± 0.03,0.22 ± 0.05,0.22 ± 0.03,0.17 ± 0.07,0.22 ± 0.03,0.21 ± 0.04,0.22 ± 0.03,0.21 ± 0.05,0.19 ± 0.05,0.23 ± 0.03,0.22 ± 0.03,0.23 ± 0.02,0.23 ± 0.03,0.20 ± 0.05,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.16 ± 0.08,0.21 ± 0.06,0.21 ± 0.04,0.22 ± 0.02,0.19 ± 0.07,0.16 ± 0.07,0.22 ± 0.03,0.21 ± 0.04,0.22 ± 0.04,0.22 ± 0.04
0.21 ± 0.02,0.23 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.23 ± 0.03,0.22 ± 0.03,0.22 ± 0.02,0.22 ± 0.02,0.22 ± 0.02,0.23 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.23 ± 0.03,0.22 ± 0.04,0.22 ± 0.04,0.22 ± 0.04,0.22 ± 0.04,0.23 ± 0.04,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.23 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.03,0.21 ± 0.02,0.21 ± 0.03,0.23 ± 0.03,0.16 ± 0.04,0.22 ± 0.03,0.22 ± 0.02,0.21 ± 0.05,0.22 ± 0.03,0.16 ± 0.06,0.22 ± 0.03,0.20 ± 0.04,0.22 ± 0.03,0.21 ± 0.05,0.19 ± 0.05,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.02,0.22 ± 0.03,0.19 ± 0.05,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.16 ± 0.07,0.21 ± 0.06,0.21 ± 0.04,0.22 ± 0.02,0.19 ± 0.07,0.16 ± 0.07,0.22 ± 0.03,0.21 ± 0.04,0.21 ± 0.04,0.22 ± 0.04
0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.23 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.04,0.21 ± 0.04,0.21 ± 0.04,0.21 ± 0.04,0.22 ± 0.04,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.23 ± 0.03,0.16 ± 0.04,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.05,0.21 ± 0.02,0.16 ± 0.06,0.21 ± 0.03,0.20 ± 0.04,0.21 ± 0.03,0.20 ± 0.05,0.19 ± 0.05,0.22 ± 0.03,0.21 ± 0.03,0.22 ± 0.02,0.22 ± 0.03,0.19 ± 0.05,0.22 ± 0.03,0.21 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.16 ± 0.07,0.21 ± 0.06,0.21 ± 0.04,0.22 ± 0.02,0.18 ± 0.07,0.16 ± 0.07,0.21 ± 0.03,0.21 ± 0.04,0.21 ± 0.04,0.22 ± 0.04
0.21 ± 0.02,0.22 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.22 ± 0.03,0.21 ± 0.04,0.21 ± 0.04,0.21 ± 0.04,0.21 ± 0.04,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.20 ± 0.02,0.21 ± 0.02,0.20 ± 0.02,0.20 ± 0.03,0.22 ± 0.03,0.16 ± 0.04,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.05,0.21 ± 0.02,0.16 ± 0.06,0.21 ± 0.03,0.20 ± 0.04,0.21 ± 0.03,0.20 ± 0.04,0.18 ± 0.05,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.02,0.21 ± 0.03,0.19 ± 0.05,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.15 ± 0.07,0.20 ± 0.06,0.20 ± 0.03,0.21 ± 0.02,0.18 ± 0.06,0.16 ± 0.06,0.21 ± 0.03,0.20 ± 0.04,0.21 ± 0.04,0.21 ± 0.04
0.20 ± 0.02,0.21 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.22 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.22 ± 0.03,0.21 ± 0.04,0.21 ± 0.04,0.21 ± 0.04,0.21 ± 0.04,0.22 ± 0.03,0.21 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.03,0.22 ± 0.03,0.16 ± 0.04,0.21 ± 0.03,0.21 ± 0.02,0.20 ± 0.04,0.21 ± 0.02,0.16 ± 0.06,0.21 ± 0.03,0.19 ± 0.04,0.21 ± 0.03,0.20 ± 0.04,0.18 ± 0.04,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.02,0.21 ± 0.03,0.18 ± 0.05,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.15 ± 0.07,0.20 ± 0.05,0.20 ± 0.03,0.21 ± 0.02,0.18 ± 0.06,0.16 ± 0.06,0.21 ± 0.03,0.20 ± 0.04,0.20 ± 0.04,0.21 ± 0.04
0.20 ± 0.02,0.21 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.22 ± 0.03,0.21 ± 0.02,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.20 ± 0.04,0.20 ± 0.04,0.20 ± 0.04,0.20 ± 0.04,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.22 ± 0.03,0.15 ± 0.04,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.04,0.20 ± 0.02,0.16 ± 0.05,0.20 ± 0.03,0.19 ± 0.04,0.20 ± 0.03,0.19 ± 0.04,0.18 ± 0.04,0.21 ± 0.03,0.20 ± 0.03,0.21 ± 0.02,0.21 ± 0.03,0.18 ± 0.05,0.21 ± 0.03,0.20 ± 0.03,0.21 ± 0.03,0.21 ± 0.03,0.15 ± 0.06,0.20 ± 0.05,0.20 ± 0.03,0.20 ± 0.02,0.18 ± 0.06,0.15 ± 0.06,0.20 ± 0.03,0.20 ± 0.04,0.20 ± 0.03,0.20 ± 0.04
0.20 ± 0.02,0.21 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.02,0.21 ± 0.03,0.20 ± 0.04,0.20 ± 0.04,0.20 ± 0.04,0.20 ± 0.04,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.15 ± 0.04,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.04,0.20 ± 0.02,0.16 ± 0.05,0.20 ± 0.03,0.19 ± 0.04,0.20 ± 0.03,0.19 ± 0.04,0.18 ± 0.04,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.18 ± 0.04,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.03,0.15 ± 0.06,0.20 ± 0.05,0.19 ± 0.03,0.20 ± 0.02,0.17 ± 0.06,0.15 ± 0.06,0.20 ± 0.03,0.19 ± 0.04,0.20 ± 0.03,0.20 ± 0.04
0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.04,0.20 ± 0.04,0.20 ± 0.04,0.20 ± 0.04,0.20 ± 0.03,0.20 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.20 ± 0.03,0.19 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.21 ± 0.03,0.15 ± 0.04,0.20 ± 0.03,0.20 ± 0.02,0.19 ± 0.04,0.20 ± 0.02,0.16 ± 0.05,0.20 ± 0.02,0.19 ± 0.04,0.20 ± 0.02,0.19 ± 0.04,0.18 ± 0.04,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.18 ± 0.04,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.03,0.15 ± 0.06,0.19 ± 0.05,0.19 ± 0.03,0.20 ± 0.02,0.17 ± 0.06,0.15 ± 0.06,0.20 ± 0.03,0.19 ± 0.03,0.19 ± 0.03,0.20 ± 0.04
0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.03,0.19 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.21 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.19 ± 0.04,0.19 ± 0.04,0.19 ± 0.04,0.19 ± 0.04,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.21 ± 0.03,0.15 ± 0.04,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.04,0.19 ± 0.02,0.15 ± 0.05,0.20 ± 0.02,0.18 ± 0.04,0.19 ± 0.02,0.18 ± 0.04,0.18 ± 0.04,0.20 ± 0.03,0.19 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.18 ± 0.04,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.03,0.20 ± 0.02,0.15 ± 0.06,0.19 ± 0.05,0.19 ± 0.03,0.20 ± 0.02,0.17 ± 0.05,0.15 ± 0.06,0.20 ± 0.03,0.19 ± 0.03,0.19 ± 0.03,0.19 ± 0.04
0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.03,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.20 ± 0.02,0.19 ± 0.04,0.19 ± 0.04,0.19 ± 0.04,0.19 ± 0.04,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.18 ± 0.02,0.19 ± 0.02,0.20 ± 0.03,0.14 ± 0.04,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.04,0.19 ± 0.02,0.15 ± 0.05,0.19 ± 0.02,0.18 ± 0.04,0.19 ± 0.02,0.18 ± 0.04,0.18 ± 0.04,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.17 ± 0.04,0.19 ± 0.03,0.19 ± 0.03,0.19 ± 0.03,0.19 ± 0.02,0.15 ± 0.05,0.19 ± 0.05,0.18 ± 0.03,0.19 ± 0.02,0.17 ± 0.05,0.15 ± 0.05,0.19 ± 0.03,0.18 ± 0.03,0.19 ± 0.03,0.19 ± 0.04
0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.20 ± 0.02,0.19 ± 0.04,0.19 ± 0.04,0.19 ± 0.03,0.19 ± 0.03,0.20 ± 0.03,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.18 ± 0.02,0.18 ± 0.02,0.20 ± 0.02,0.14 ± 0.04,0.19 ± 0.03,0.19 ± 0.02,0.19 ± 0.04,0.19 ± 0.02,0.15 ± 0.05,0.19 ± 0.02,0.18 ± 0.04,0.19 ± 0.02,0.18 ± 0.04,0.17 ± 0.04,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.19 ± 0.02,0.17 ± 0.04,0.19 ± 0.03,0.19 ± 0.03,0.19 ± 0.03,0.19 ± 0.02,0.15 ± 0.05,0.19 ± 0.04,0.18 ± 0.03,0.19 ± 0.02,0.16 ± 0.05,0.15 ± 0.05,0.19 ± 0.03,0.18 ± 0.03,0.18 ± 0.03,0.19 ± 0.03
